,text,merged_entities
232,i do not really know as i have not utilized this service from asu. i do however know that asu does a good job at advertising counseling as an option for students. i have had several friends talk to me about their experiences with asu counseling and that it is lackluster and they redirected them to people outside of the campus. it would be nice if they were trained to be able to deal with all issues.,"[{'start': 162, 'end': 328, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Negative', 'Counseling Service - Limitation', 'Counseling Service - Limitation']}, {'start': 329, 'end': 402, 'aspects': [], 'sentiments': [], 'raw_labels': ['Counseling Service - Suggestion', 'Therapy Service - Suggestion']}]"
233,"i think the on-call talks with social workers to get service or talk about the current struggles i may have at the moment. but, i wish there is more availability like a wider span of times and days. ","[{'start': 0, 'end': 123, 'aspects': [], 'sentiments': [], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Suggestion', 'Hotline Service - Positive']}, {'start': 127, 'end': 199, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Suggestion', 'Service Availability - Suggestion', 'Service Availability - Suggestion']}]"
234,"i have not used any of the college services so i am unsure, but i do see signs around the college about counseling and where to find mental health help.","[{'start': 64, 'end': 152, 'aspects': ['Counseling Service'], 'sentiments': ['Neutral'], 'raw_label': 'Counseling Service - Neutral'}]"
235,i think the overall attitude towards prioritizing mental health is good. i have not had much experience with individual services,"[{'start': 0, 'end': 72, 'aspects': ['Mental Health Service'], 'sentiments': ['Positive'], 'raw_labels': ['Mental Health Service - Positive', 'Mental Health Service - Positive', 'Mental Health Service - Positive']}, {'start': 73, 'end': 128, 'aspects': ['General'], 'sentiments': ['Neutral'], 'raw_labels': ['General - Neutral', 'General - Neutral']}]"
236,"the services are good, but it can take a really long time to get an appointment","[{'start': 0, 'end': 21, 'aspects': [], 'sentiments': [], 'raw_labels': ['General - Positive', 'Mental Health Service - Positive', 'On-campus Service - Positive']}, {'start': 23, 'end': 79, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation', 'Service Availability - Negative']}]"
237,"counseling services are offered by my college, but only a certain amount of therapy sessions are provided","[{'start': 0, 'end': 45, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive']}, {'start': 47, 'end': 105, 'aspects': [], 'sentiments': [], 'raw_labels': ['Therapy Service - Negative', 'Service Availability - Limitation']}]"
238,just communication. i am glad that the campus does tell us where and how to review counseling if needed. ,"[{'start': 0, 'end': 104, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_label': 'Counseling Service - Positive'}]"
239,"ithink the staff are trying their best, but we need more staff.","[{'start': 0, 'end': 63, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Counseling Service - Positive', 'Service Availability - Suggestion']}]"
240,"uf has a “u matter we care” that works well, but it takes a long time to get in ","[{'start': 0, 'end': 43, 'aspects': ['On-campus Service'], 'sentiments': ['Positive'], 'raw_labels': ['On-campus Service - Positive', 'Mental Health Service - Positive', 'On-campus Service - Positive']}, {'start': 45, 'end': 80, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation', 'Service Availability - Limitation']}]"
241,the phone hotlines are very beneficial. i think doing more outreach in classes is important ,"[{'start': 0, 'end': 39, 'aspects': ['Hotline Service'], 'sentiments': ['Positive'], 'raw_labels': ['Hotline Service - Positive', 'Hotline Service - Positive', 'Hotline Service - Positive']}, {'start': 40, 'end': 92, 'aspects': [], 'sentiments': [], 'raw_labels': ['Mental Health Service - Suggestion', 'Service Availability - Suggestion']}]"
242,group therapy is working well. more individual appointments should be allotted to students,"[{'start': 0, 'end': 30, 'aspects': ['Therapy Service'], 'sentiments': ['Positive'], 'raw_labels': ['Therapy Service - Positive', 'Therapy Service - Positive', 'On-campus Service - Positive']}, {'start': 31, 'end': 90, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Suggestion', 'Service Availability - Suggestion', 'Counseling Service - Suggestion']}]"
243,they are good at advertising options but the counselors just listen and don’t really provide solutions ,"[{'start': 41, 'end': 103, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Negative', 'Counseling Service - Limitation', 'Counseling Service - Limitation']}, {'start': 0, 'end': 36, 'aspects': [], 'sentiments': [], 'raw_labels': ['Mental Health Service - Positive', 'On-campus Service - Positive']}]"
244,their mental health center is alright as a whole but it needs more diversity ,"[{'start': 0, 'end': 48, 'aspects': ['Mental Health Service'], 'sentiments': ['Positive'], 'raw_label': 'Mental Health Service - Positive'}, {'start': 49, 'end': 76, 'aspects': ['Mental Health Service'], 'sentiments': ['Negative'], 'raw_label': 'Mental Health Service - Suggestion'}]"
245,"it is easy to get in contact with mental health services, but recently when i was going through a little crisis i called and did not get much help and it seemed like they got anxious and didn’t know what to do or say and kind of went super textbook with responding to me like explaining to me how anxiety works and i was like i know i have it and just not really helping. another time freshman year i went to caps for help finding a therapist and they really didn’t give me many options that worked with my insurance so i took matters into my own hands and went through my insurance which was way easier and i found so many options","[{'start': 0, 'end': 57, 'aspects': ['Mental Health Service'], 'sentiments': ['Positive'], 'raw_labels': ['Service Availability - Positive', 'Mental Health Service - Positive', 'Mental Health Service - Positive']}, {'start': 58, 'end': 371, 'aspects': ['Mental Health Service'], 'sentiments': ['Negative'], 'raw_labels': ['Mental Health Service - Negative', 'Counseling Service - Negative', 'Mental Health Service - Negative']}, {'start': 372, 'end': 631, 'aspects': ['Therapy Service'], 'sentiments': ['Negative'], 'raw_labels': ['Therapy Service - Negative', 'Therapy Service - Limitation', 'Mental Health Service - Negative']}]"
246,general counseling is working well but not everyone reaches out so they need to make bigger emphasis on how and who to reach out snd establish meetings ,"[{'start': 0, 'end': 34, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive', 'Counseling Service - Positive']}, {'start': 35, 'end': 152, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Mental Health Service - Suggestion', 'Service Availability - Suggestion']}]"
247,the activities and services provided by the mental health union run by students and the student wellness center are working great.,"[{'start': 0, 'end': 130, 'aspects': ['Mental Health Service'], 'sentiments': ['Positive'], 'raw_labels': ['Mental Health Service - Positive', 'Mental Health Service - Positive', 'Wellness Service - Positive']}]"
248,"i haven't really tried to access mental health services, so i wouldn't know.","[{'start': 0, 'end': 76, 'aspects': ['General'], 'sentiments': ['Neutral'], 'raw_labels': ['General - Neutral', 'General - Neutral', 'General - Neutral']}]"
249,"counselors on campus are lacking. my college needs more counselors and more training i feel for the counselors. i have only one experience with mental health services but my therapist from the student health center was demeaning, not helpful, and very cynical with my situation. it felt like i wasn't being believed.","[{'start': 0, 'end': 33, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Negative', 'Service Availability - Limitation', 'Counseling Service - Limitation']}, {'start': 34, 'end': 111, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Suggestion', 'Counseling Service - Suggestion']}, {'start': 112, 'end': 316, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Mental Health Service - Negative', 'Counseling Service - Negative', 'Counseling Service - Negative']}]"
250,the new physical fitness center greatly helps mental health by providing group workout sessions that allow for exercise to benefit the body and mind while also getting human interaction,"[{'start': 0, 'end': 185, 'aspects': ['Wellness Service'], 'sentiments': ['Positive'], 'raw_labels': ['Wellness Service - Positive', 'Wellness Service - Positive', 'Wellness Service - Positive']}]"
251,"counselors on campus are not experienced in the field. they are grad students who are not qualified to address extreme trauma such as sexual assault, domestic violence, and homelessness. i am also not comfortable with group/individual sessions being recorded and this have affected my ability to open up. there needs to be resources for long term therapy and better recommendations for therapists off campus. for context, i recieved no help in finding a therapist off campus. there also needs to be flexible hours on weekends and evenings as students have classes during the day. ","[{'start': 0, 'end': 54, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Negative', 'Counseling Service - Limitation']}, {'start': 305, 'end': 475, 'aspects': ['Therapy Service'], 'sentiments': ['Negative'], 'raw_labels': ['Therapy Service - Negative', 'Therapy Service - Suggestion', 'Therapy Service - Suggestion']}, {'start': 476, 'end': 580, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Suggestion', 'Service Availability - Suggestion']}, {'start': 0, 'end': 187, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Limitation', 'Counseling Service - Limitation']}, {'start': 187, 'end': 304, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Limitation', 'Counseling Service - Limitation']}]"
