sample_id,text,merged_entities,gold_struct,candidates_final
246,general counseling is working well but not everyone reaches out so they need to make bigger emphasis on how and who to reach out snd establish meetings ,"[{'start': 0, 'end': 34, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive', 'Counseling Service - Positive']}, {'start': 35, 'end': 152, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Mental Health Service - Suggestion', 'Service Availability - Suggestion']}]","{'aspect_set': ['Counseling Service', 'Service Availability'], 'by_aspect': {'Counseling Service': {'label': 'Positive', 'evidence': [{'span': [0, 34]}]}, 'Service Availability': {'label': 'Negative', 'evidence': [{'span': [35, 152]}]}}}","[""Counseling Service"", ""Service Availability""]"
247,the activities and services provided by the mental health union run by students and the student wellness center are working great.,"[{'start': 0, 'end': 130, 'aspects': ['Mental Health Service'], 'sentiments': ['Positive'], 'raw_labels': ['Mental Health Service - Positive', 'Mental Health Service - Positive', 'Wellness Service - Positive']}]","{'aspect_set': ['Mental Health Service'], 'by_aspect': {'Mental Health Service': {'label': 'Positive', 'evidence': [{'span': [0, 130]}]}}}","[""Mental Health Service""]"
249,"counselors on campus are lacking. my college needs more counselors and more training i feel for the counselors. i have only one experience with mental health services but my therapist from the student health center was demeaning, not helpful, and very cynical with my situation. it felt like i wasn't being believed.","[{'start': 0, 'end': 33, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Negative', 'Service Availability - Limitation', 'Counseling Service - Limitation']}, {'start': 34, 'end': 111, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Suggestion', 'Counseling Service - Suggestion']}, {'start': 112, 'end': 316, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Mental Health Service - Negative', 'Counseling Service - Negative', 'Counseling Service - Negative']}]","{'aspect_set': ['Counseling Service', 'Service Availability'], 'by_aspect': {'Counseling Service': {'label': 'Negative', 'evidence': [{'span': [0, 33]}, {'span': [112, 316]}]}, 'Service Availability': {'label': 'Negative', 'evidence': [{'span': [34, 111]}]}}}","[""Counseling Service"", ""Service Availability""]"
250,the new physical fitness center greatly helps mental health by providing group workout sessions that allow for exercise to benefit the body and mind while also getting human interaction,"[{'start': 0, 'end': 185, 'aspects': ['Wellness Service'], 'sentiments': ['Positive'], 'raw_labels': ['Wellness Service - Positive', 'Wellness Service - Positive', 'Wellness Service - Positive']}]","{'aspect_set': ['Wellness Service'], 'by_aspect': {'Wellness Service': {'label': 'Positive', 'evidence': [{'span': [0, 185]}]}}}","[""Wellness Service""]"
251,"counselors on campus are not experienced in the field. they are grad students who are not qualified to address extreme trauma such as sexual assault, domestic violence, and homelessness. i am also not comfortable with group/individual sessions being recorded and this have affected my ability to open up. there needs to be resources for long term therapy and better recommendations for therapists off campus. for context, i recieved no help in finding a therapist off campus. there also needs to be flexible hours on weekends and evenings as students have classes during the day. ","[{'start': 0, 'end': 54, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Negative', 'Counseling Service - Limitation']}, {'start': 305, 'end': 475, 'aspects': ['Therapy Service'], 'sentiments': ['Negative'], 'raw_labels': ['Therapy Service - Negative', 'Therapy Service - Suggestion', 'Therapy Service - Suggestion']}, {'start': 476, 'end': 580, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Suggestion', 'Service Availability - Suggestion']}, {'start': 0, 'end': 187, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Limitation', 'Counseling Service - Limitation']}, {'start': 187, 'end': 304, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Limitation', 'Counseling Service - Limitation']}]","{'aspect_set': ['Counseling Service', 'Service Availability', 'Therapy Service'], 'by_aspect': {'Counseling Service': {'label': 'Negative', 'evidence': [{'span': [0, 54]}, {'span': [0, 187]}, {'span': [187, 304]}]}, 'Therapy Service': {'label': 'Negative', 'evidence': [{'span': [305, 475]}]}, 'Service Availability': {'label': 'Negative', 'evidence': [{'span': [476, 580]}]}}}","[""Counseling Service"", ""Service Availability"", ""Therapy Service""]"
252,"i attempted to get on campus counseling and everyone i spoke with refused to use my preferred name no matter how many times i corrected them. they all said they would write it down and put it in my file, but then use the wrong name the next time. i quit the counseling before my first appointment.","[{'start': 0, 'end': 297, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Negative', 'Counseling Service - Negative']}]","{'aspect_set': ['Counseling Service'], 'by_aspect': {'Counseling Service': {'label': 'Negative', 'evidence': [{'span': [0, 297]}]}}}","[""Counseling Service""]"
253,i haven’t tried the counselling services at asu but i’ve heard from others that at asu it’s not good ,"[{'start': 0, 'end': 101, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_label': 'Counseling Service - Negative'}]","{'aspect_set': ['Counseling Service'], 'by_aspect': {'Counseling Service': {'label': 'Negative', 'evidence': [{'span': [0, 101]}]}}}","[""Counseling Service""]"
255,"wellness services are good, there should be a service where people reach out to students","[{'start': 0, 'end': 27, 'aspects': ['Wellness Service'], 'sentiments': ['Positive'], 'raw_labels': ['Wellness Service - Positive', 'Wellness Service - Positive', 'Wellness Service - Positive']}, {'start': 28, 'end': 88, 'aspects': [], 'sentiments': [], 'raw_labels': ['Mental Health Service - Suggestion', 'On-campus Service - Suggestion']}]","{'aspect_set': ['Wellness Service'], 'by_aspect': {'Wellness Service': {'label': 'Positive', 'evidence': [{'span': [0, 27]}]}}}","[""Wellness Service""]"
256,i think having events focused on wellness including fun ones like dog therapy are useful. the mental health counselors can help sometimes but more resources and consuleors should be available. ,"[{'start': 90, 'end': 193, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Suggestion', 'Service Availability - Suggestion']}, {'start': 0, 'end': 89, 'aspects': ['Wellness Service'], 'sentiments': ['Positive'], 'raw_labels': ['Wellness Service - Positive', 'Wellness Service - Positive']}]","{'aspect_set': ['Service Availability', 'Wellness Service'], 'by_aspect': {'Service Availability': {'label': 'Negative', 'evidence': [{'span': [90, 193]}]}, 'Wellness Service': {'label': 'Positive', 'evidence': [{'span': [0, 89]}]}}}","[""Service Availability"", ""Wellness Service""]"
257,i personally have not used the mental health facilities on campus because they have a poor reputation ,"[{'start': 0, 'end': 102, 'aspects': ['Mental Health Service'], 'sentiments': ['Negative'], 'raw_labels': ['Mental Health Service - Negative', 'Mental Health Service - Negative', 'On-campus Service - Limitation']}]","{'aspect_set': ['Mental Health Service'], 'by_aspect': {'Mental Health Service': {'label': 'Negative', 'evidence': [{'span': [0, 102]}]}}}","[""Mental Health Service""]"
258,the only thing that works well are the handful of mental health professionals who actual care about the students and know what they're doing,"[{'start': 0, 'end': 140, 'aspects': ['Mental Health Service'], 'sentiments': ['Positive'], 'raw_label': 'Mental Health Service - Positive'}]","{'aspect_set': ['Mental Health Service'], 'by_aspect': {'Mental Health Service': {'label': 'Positive', 'evidence': [{'span': [0, 140]}]}}}","[""Mental Health Service""]"
259,"caps and accessibility center are great, but i know people that got stuck on waitlists for ages","[{'start': 0, 'end': 39, 'aspects': [], 'sentiments': [], 'raw_labels': ['On-campus Service - Positive', 'Counseling Service - Positive']}, {'start': 41, 'end': 95, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation']}]","{'aspect_set': ['Service Availability'], 'by_aspect': {'Service Availability': {'label': 'Negative', 'evidence': [{'span': [41, 95]}]}}}","[""Service Availability""]"
260,"i have only utilized caps as a resource. i believe this has worked well due to how much i love my counselor. however, it took a while to get to her. before this, i was placed with a counselor (who was a man when i asked for it not to be) who asked extremely invasive questions and was very misunderstanding. it warded me off from caps. i’ve also heard other people caps takes way too long to get back to them and doesn’t have enough room.","[{'start': 0, 'end': 149, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive', 'Counseling Service - Positive']}, {'start': 119, 'end': 335, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Negative', 'Counseling Service - Limitation', 'Counseling Service - Negative']}, {'start': 308, 'end': 438, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation', 'Service Availability - Limitation']}]","{'aspect_set': ['Counseling Service', 'Service Availability'], 'by_aspect': {'Counseling Service': {'label': 'MIXED', 'evidence': [{'span': [0, 149]}, {'span': [119, 335]}]}, 'Service Availability': {'label': 'Negative', 'evidence': [{'span': [308, 438]}]}}}","[""Counseling Service"", ""Service Availability""]"
261,it's nice that it's pretty easy to schedule appointments but sometimes they aren't available,"[{'start': 0, 'end': 56, 'aspects': ['Service Availability'], 'sentiments': ['Positive'], 'raw_labels': ['Service Availability - Positive', 'Service Availability - Positive', 'Counseling Service - Positive']}, {'start': 56, 'end': 92, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation', 'Service Availability - Limitation']}]","{'aspect_set': ['Service Availability'], 'by_aspect': {'Service Availability': {'label': 'MIXED', 'evidence': [{'span': [0, 56]}, {'span': [56, 92]}]}}}","[""Service Availability""]"
263,"the college doesn’t seem to promote it’s mental health facilities, so i don’t know enough about them to say anything good","[{'start': 0, 'end': 121, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_label': 'Service Availability - Negative'}]","{'aspect_set': ['Service Availability'], 'by_aspect': {'Service Availability': {'label': 'Negative', 'evidence': [{'span': [0, 121]}]}}}","[""Service Availability""]"
264,i think more accessibility for free therapy sessions would be incredibly helpful. the free online meditation sessions see like a great opportunity and helpful resource. ,"[{'start': 0, 'end': 81, 'aspects': ['Therapy Service'], 'sentiments': ['Negative'], 'raw_labels': ['Therapy Service - Negative', 'Therapy Service - Suggestion']}, {'start': 82, 'end': 168, 'aspects': ['Wellness Service'], 'sentiments': ['Positive'], 'raw_labels': ['Wellness Service - Positive', 'Wellness Service - Positive']}]","{'aspect_set': ['Therapy Service', 'Wellness Service'], 'by_aspect': {'Therapy Service': {'label': 'Negative', 'evidence': [{'span': [0, 81]}]}, 'Wellness Service': {'label': 'Positive', 'evidence': [{'span': [82, 168]}]}}}","[""Therapy Service"", ""Wellness Service""]"
